order_id,order_date,customer_id,region,channel,product_category,unit_price,quantity,discount_pct,returned,gross_revenue,net_revenue,order_month
ORD-JGGAJ40IAE,2025-09-20,CUST-9FJM46UJ,Oyo,Store,Fashion,16376.28,6,0.033,0,98257.68,95015.18,2025-09
ORD-CU0TQ4E39G,2025-09-20,CUST-VUCWT4YP,Rivers,Store,Groceries,4993.29,3,0.372,0,14979.87,9407.36,2025-09
ORD-WZ7JSKRCAG,2025-09-20,CUST-HU7V9OO9,Enugu,Online,Repairs,19121.28,4,0.237,0,76485.12,58358.15,2025-09
ORD-QQESROF9AP,2025-09-20,CUST-XVL9VN56,Abuja,Online,Home,18761.76,2,0.508,0,37523.52,18461.57,2025-09
ORD-5X2XPKPCFD,2025-09-20,CUST-IDZMAEP8,Lagos,Store,Groceries,3787.09,1,0.084,0,3787.09,3468.97,2025-09
ORD-DLGD4ILAVU,2025-09-20,CUST-8181XT0Q,Enugu,Online,Fashion,5724.78,3,0.125,0,17174.34,15027.55,2025-09
ORD-FFPJDUKG52,2025-09-20,CUST-79UGX8P2,Abuja,Store,Home,22595.83,3,0.304,0,67787.49,47180.09,2025-09
ORD-FLTZLYUBEO,2025-09-20,CUST-33L97WPY,Oyo,Online,Fashion,13932.83,2,0.238,0,27865.66,21233.63,2025-09
ORD-BNHV1BH2WE,2025-09-20,CUST-QENY52X7,Enugu,Store,Accessories,13672.5,1,0.395,0,13672.5,8271.86,2025-09
ORD-WNMCBXDOXS,2025-09-20,CUST-H4Z3UY3M,Oyo,Partner,Fashion,12650.09,3,0.087,0,37950.27,34648.6,2025-09
ORD-NGY2K5FWHB,2025-09-20,CUST-E8IWIBKQ,Abuja,Online,Fashion,11358.56,3,0.179,0,34075.68,27976.13,2025-09
ORD-Y6PREJ9704,2025-09-21,CUST-8S9RJN73,Lagos,Store,Electronics,78588.63,2,0.045,1,157177.26,150104.28,2025-09
ORD-KJKOSO6NZW,2025-09-21,CUST-7Z73BC3M,Enugu,Online,Fashion,15303.69,3,0.098,0,45911.07,41411.79,2025-09
ORD-VKFP7MWPS4,2025-09-21,CUST-1V717HSX,Abuja,Store,Repairs,18953.24,2,0.117,0,37906.48,33471.42,2025-09
ORD-3IW9BRPKXM,2025-09-21,CUST-4YIVDUKK,Lagos,Store,Home,31485.47,2,0.186,0,62970.94,51258.35,2025-09
ORD-J564CCELZ4,2025-09-21,CUST-WF2V2JNC,Lagos,Online,Home,15873.81,3,0.079,0,47621.43,43859.34,2025-09
ORD-GY5QL8BQLK,2025-09-21,CUST-9C7NGPRJ,Kano,Store,Electronics,99831.74,1,0.596,0,99831.74,40332.02,2025-09
ORD-7V3MFG5ZDZ,2025-09-21,CUST-UXQESQTG,Rivers,Online,Electronics,80393.66,2,0.103,0,160787.32,144226.23,2025-09
ORD-IS66O32ZJ2,2025-09-21,CUST-Q050IHE5,Lagos,Online,Groceries,1584.8,4,0.6,0,6339.2,2535.68,2025-09
ORD-355LMIK0G7,2025-09-21,CUST-SICG5E04,Abuja,Online,Fashion,6841.36,4,0.436,0,27365.44,15434.11,2025-09
ORD-4F1B4OWS62,2025-09-21,CUST-FEI3HS41,Abuja,Online,Repairs,12267.14,4,0.3,0,49068.56,34347.99,2025-09
ORD-CI5IZDDR0L,2025-09-21,CUST-7YQG6J4T,Oyo,Online,Accessories,9539.29,4,0.123,0,38157.16,33463.83,2025-09
ORD-LMCRH1A017,2025-09-21,CUST-9PEDASXA,Rivers,Online,Repairs,6900.1,4,0.034,0,27600.4,26661.99,2025-09
ORD-55A9PGQYWB,2025-09-21,CUST-RTI58SVQ,Lagos,Online,Home,7499.45,2,0.06,0,14998.9,14098.97,2025-09
ORD-YBKCQZKG37,2025-09-21,CUST-YO8G99MY,Lagos,Store,Home,13202.36,2,0.127,0,26404.72,23051.32,2025-09
ORD-V7HYUDK9YC,2025-09-21,CUST-0S865A3Z,Abuja,Store,Groceries,4293.02,1,0.454,0,4293.02,2343.99,2025-09
ORD-1D8HA53N3U,2025-09-21,CUST-STR2XWVX,Abuja,Online,Repairs,11546.68,1,0.013,1,11546.68,11396.57,2025-09
ORD-RU5WHUZOMB,2025-09-21,CUST-575DGHBW,Lagos,Store,Home,29013.98,5,0.132,0,145069.9,125920.67,2025-09
ORD-YKYLMC5STZ,2025-09-21,CUST-70L4ILP4,Oyo,Store,Electronics,79129.9,3,0.158,0,237389.7,199882.13,2025-09
ORD-5XQ0YUJHUJ,2025-09-21,CUST-2B2FNXDD,Lagos,Online,Accessories,8580.38,4,0.168,0,34321.52,28555.5,2025-09
ORD-LRYF3JB8DZ,2025-09-21,CUST-EVC9WV8E,Lagos,Store,Electronics,78210.27,2,0.194,1,156420.54,126074.96,2025-09
ORD-X9VSL3V987,2025-09-21,CUST-VSQ5QBHG,Lagos,Online,Groceries,7239.89,4,0.289,0,28959.56,20590.25,2025-09
ORD-KNEAFZFIP3,2025-09-21,CUST-LWJBDP53,Lagos,Online,Fashion,11657.17,5,0.206,0,58285.85,46278.96,2025-09
ORD-IDCH06NQEV,2025-09-21,CUST-K3B6L0FY,Kano,Partner,Groceries,3926.94,4,0.189,0,15707.76,12738.99,2025-09
ORD-S8A9LRNVPL,2025-09-21,CUST-ZOM5QCM3,Lagos,Online,Fashion,12955.89,3,0.187,0,38867.67,31599.42,2025-09
ORD-VBPK3D4E0J,2025-09-21,CUST-9XTH6NGS,Enugu,Online,Electronics,40758.66,3,0.14,0,122275.98,105157.34,2025-09
ORD-2YTQ0SSW30,2025-09-21,CUST-SS9ZON94,Lagos,Online,Accessories,8575.8,3,0.07,0,25727.4,23926.48,2025-09
ORD-ITXRRMSDRK,2025-09-21,CUST-KXRRZ873,Rivers,Online,Repairs,19510.65,5,0.152,0,97553.25,82725.16,2025-09
ORD-CJ8LU6F47X,2025-09-21,CUST-28RRBRYW,Lagos,Online,Groceries,4751.58,2,0.228,0,9503.16,7336.44,2025-09
ORD-EH0QFAENNI,2025-09-21,CUST-YC33972Z,Abuja,Online,Repairs,14743.11,3,0.211,1,44229.33,34896.94,2025-09
ORD-2CX5KRTIKK,2025-09-21,CUST-MLY6XOBJ,Oyo,Online,Fashion,7529.6,2,0.137,1,15059.2,12996.09,2025-09
ORD-HCBHLOZEHC,2025-09-21,CUST-04374XNM,Oyo,Store,Repairs,12289.61,1,0.082,0,12289.61,11281.86,2025-09
ORD-0FXY8GVOYH,2025-09-21,CUST-6QERIBT5,Kano,Online,Accessories,4060.93,1,0.271,0,4060.93,2960.42,2025-09
ORD-CK8H6GKB6H,2025-09-21,CUST-203YXXQC,Lagos,Partner,Fashion,9906.93,2,0.241,0,19813.86,15038.72,2025-09
ORD-2J91LJLL0J,2025-09-21,CUST-R5R5R02H,Lagos,Partner,Accessories,8399.21,4,0.187,0,33596.84,27314.23,2025-09
ORD-G69S18K7CU,2025-09-21,CUST-PA7SSQ52,Oyo,Online,Home,15620.85,4,0.347,0,62483.4,40801.66,2025-09
ORD-9HLKIJVEVF,2025-09-21,CUST-LZR1MQDS,Lagos,Online,Accessories,7453.71,3,0.088,0,22361.13,20393.35,2025-09
ORD-IDYDL0030B,2025-09-21,CUST-PL1K8PAQ,Enugu,Store,Groceries,2978.73,3,0.037,0,8936.19,8605.55,2025-09
ORD-JC9Q49F14W,2025-09-21,CUST-K8S7TLG5,Enugu,Online,Fashion,5375.98,4,0.073,0,21503.92,19934.13,2025-09
ORD-HT4QU60NFF,2025-09-21,CUST-FOJUAU66,Lagos,Store,Groceries,3431.79,2,0.037,0,6863.58,6609.63,2025-09
ORD-O6Y0XQ1MOH,2025-09-21,CUST-3FWRN4EY,Enugu,Store,Electronics,64011.09,3,0.6,0,192033.27,76813.31,2025-09
ORD-7LXP5IVYW8,2025-09-21,CUST-B4DLY1H7,Rivers,Online,Fashion,6217.86,1,0.165,0,6217.86,5191.91,2025-09
ORD-D2LOCRSL84,2025-09-21,CUST-BMKEDKRU,Rivers,Online,Electronics,129817.32,3,0.07,0,389451.96,362190.32,2025-09
ORD-RL9CJIPCLB,2025-09-21,CUST-5BT7B48A,Lagos,Store,Home,28774.52,2,0.214,0,57549.04,45233.55,2025-09
ORD-E0I4JBSIKJ,2025-09-21,CUST-WWPNM2H6,Rivers,Online,Groceries,5667.4,1,0.186,0,5667.4,4613.26,2025-09
ORD-888437C2QJ,2025-09-21,CUST-SQF7ULML,Rivers,Online,Home,31060.01,4,0.308,0,124240.04,85974.11,2025-09
ORD-NDONV2AFNR,2025-09-21,CUST-YFUYCXC8,Lagos,Store,Fashion,10315.56,4,0.168,0,41262.24,34330.18,2025-09
ORD-16ECB6THCG,2025-09-21,CUST-QIGO52S5,Lagos,Store,Accessories,5466.34,4,0.121,0,21865.36,19219.65,2025-09
ORD-PC1HHTW9WY,2025-09-21,CUST-E2Y1PI9O,Rivers,Store,Electronics,104727.22,4,0.059,1,418908.88,394193.26,2025-09
ORD-E0JU9CNTT0,2025-09-21,CUST-T14EZDY8,Lagos,Online,Groceries,3627.89,6,0.139,0,21767.34,18741.68,2025-09
ORD-85KKNA10EM,2025-09-21,CUST-04H9G847,Abuja,Online,Groceries,6116.13,4,0.323,0,24464.52,16562.48,2025-09
ORD-IU78FRRYMR,2025-09-21,CUST-N8ZVMVTP,Lagos,Store,Groceries,5748.47,1,0.018,0,5748.47,5645.0,2025-09
ORD-H3C4WR2H6U,2025-09-21,CUST-TQ16VTCA,Lagos,Online,Accessories,5305.46,5,0.183,0,26527.3,21672.8,2025-09
ORD-SU9MY4BO6P,2025-09-21,CUST-CJSPN4ZA,Abuja,Store,Electronics,92828.02,5,0.178,0,464140.1,381523.16,2025-09
ORD-PYEHZR2QXA,2025-09-21,CUST-O0WC647T,Enugu,Partner,Home,22166.19,2,0.107,0,44332.38,39588.82,2025-09
ORD-44VYH7S1Q5,2025-09-21,CUST-DD9CKUL8,Enugu,Online,Accessories,11465.29,4,0.338,0,45861.16,30360.09,2025-09
ORD-ASXNY3JPW9,2025-09-21,CUST-4QKROGC3,Abuja,Online,Electronics,100179.05,2,0.01,0,200358.1,198354.52,2025-09
ORD-OLLROU7L26,2025-09-21,CUST-VMFPUKMX,Enugu,Store,Accessories,5628.88,3,0.162,0,16886.64,14151.0,2025-09
ORD-9CCHO3CNQB,2025-09-21,CUST-BTN7E2ZD,Kano,Store,Groceries,3675.17,1,0.117,0,3675.17,3245.18,2025-09
ORD-9MVFGWMCWK,2025-09-21,CUST-LBBF5E3U,Lagos,Online,Electronics,84054.18,2,0.093,0,168108.36,152474.28,2025-09
ORD-SXEQ72WAXH,2025-09-21,CUST-C570J0RZ,Enugu,Store,Accessories,7496.7,2,0.107,0,14993.4,13389.11,2025-09
ORD-V05IZWNQTJ,2025-09-21,CUST-EGG810KN,Kano,Store,Electronics,95759.58,6,0.129,0,574557.48,500439.57,2025-09
ORD-JG3U9B8EI3,2025-09-21,CUST-WU35RH2O,Enugu,Online,Fashion,11559.78,3,0.182,0,34679.34,28367.7,2025-09
ORD-011YN8Z50J,2025-09-21,CUST-MLHCFMIG,Lagos,Online,Repairs,19838.82,2,0.101,0,39677.64,35670.2,2025-09
ORD-BW4UYGS3U7,2025-09-21,CUST-6283SFCX,Abuja,Online,Electronics,151015.2,3,0.495,0,453045.6,228788.03,2025-09
ORD-NKY9X3W6ZU,2025-09-21,CUST-QYKRZA6C,Rivers,Online,Accessories,11281.43,2,0.263,0,22562.86,16628.83,2025-09
ORD-ASI9RQDPYG,2025-09-21,CUST-60S47Q97,Lagos,Partner,Accessories,8546.91,5,0.083,0,42734.55,39187.58,2025-09
ORD-UGFEE06XHW,2025-09-22,CUST-LCM0ELTD,Oyo,Store,Fashion,8351.06,5,0.231,0,41755.3,32109.83,2025-09
ORD-IFB9QGUIF1,2025-09-22,CUST-SS1IP6XD,Kano,Partner,Groceries,4571.88,1,0.037,0,4571.88,4402.72,2025-09
ORD-LJFANZET9R,2025-09-22,CUST-K5DE8W5I,Lagos,Store,Electronics,73714.56,5,0.01,0,368572.8,364887.07,2025-09
ORD-4PWMBN9O67,2025-09-22,CUST-JA5SKX2U,Lagos,Online,Electronics,89783.37,2,0.193,0,179566.74,144910.36,2025-09
ORD-ZEYLN4N1F7,2025-09-22,CUST-WSKMRFWJ,Lagos,Store,Accessories,7034.81,2,0.385,0,14069.62,8652.82,2025-09
ORD-WV7LP2DD6J,2025-09-22,CUST-YU2D2R6H,Oyo,Online,Home,4774.27,6,0.196,0,28645.62,23031.08,2025-09
ORD-H7UABDJLPY,2025-09-22,CUST-WF171WEN,Abuja,Online,Fashion,8978.3,2,0.271,0,17956.6,13090.36,2025-09
ORD-FSF3Q055RV,2025-09-22,CUST-FDBV39Y0,Lagos,Online,Repairs,7620.19,2,0.017,0,15240.38,14981.29,2025-09
ORD-M27KFTUBJ7,2025-09-22,CUST-KZMSLL9R,Oyo,Partner,Accessories,6736.34,5,0.044,0,33681.7,32199.71,2025-09
ORD-7G55I3X861,2025-09-22,CUST-64KHEGNO,Rivers,Store,Fashion,10400.59,1,0.037,0,10400.59,10015.77,2025-09
ORD-D2NNKICJY4,2025-09-22,CUST-8YI7UX1X,Lagos,Store,Repairs,18613.51,1,0.193,0,18613.51,15021.1,2025-09
ORD-PHLZSFD3EH,2025-09-22,CUST-K066FQV4,Kano,Online,Groceries,6388.77,4,0.058,0,25555.08,24072.89,2025-09
ORD-42368880BD,2025-09-22,CUST-6MZD4YIQ,Lagos,Store,Electronics,73322.31,5,0.031,0,366611.55,355246.59,2025-09
ORD-QWSM60PIZU,2025-09-22,CUST-AH3SFP9S,Enugu,Store,Repairs,3500.0,1,0.103,0,3500.0,3139.5,2025-09
ORD-XNDOCF381F,2025-09-22,CUST-WFX1EIIR,Abuja,Store,Fashion,9291.06,2,0.274,0,18582.12,13490.62,2025-09
ORD-4VZKKGOU85,2025-09-22,CUST-FW7TMQBD,Enugu,Online,Repairs,5575.24,3,0.086,0,16725.72,15287.31,2025-09
ORD-INO7YQE39T,2025-09-22,CUST-NLIRUFUY,Rivers,Online,Home,28251.73,6,0.058,0,169510.38,159678.78,2025-09
ORD-6KWO5Z4WL0,2025-09-22,CUST-0O5P41U7,Oyo,Online,Accessories,6106.53,2,0.137,0,12213.06,10539.87,2025-09
ORD-V8PDTNHFJA,2025-09-22,CUST-YBPRLB87,Lagos,Online,Groceries,4699.63,5,0.189,1,23498.15,19057.0,2025-09
ORD-32P3IA5Y65,2025-09-22,CUST-AC6VB9SL,Kano,Partner,Accessories,11908.79,5,0.175,0,59543.95,49123.76,2025-09
ORD-1412EXWFIM,2025-09-22,CUST-VZOFSZYO,Lagos,Store,Groceries,5480.12,2,0.2,0,10960.24,8768.19,2025-09
ORD-NZ36RL1MOM,2025-09-22,CUST-158PG6E8,Lagos,Store,Home,11309.18,2,0.038,0,22618.36,21758.86,2025-09
ORD-2I1JCCVDE8,2025-09-22,CUST-97KGZFI0,Lagos,Store,Fashion,11945.3,3,0.194,0,35835.9,28883.74,2025-09
ORD-DDZ8N6J3LD,2025-09-22,CUST-Q0JF4G79,Rivers,Online,Groceries,3942.99,8,0.057,0,31543.92,29745.92,2025-09
ORD-5YBA0KHLGO,2025-09-22,CUST-HBC1HUU1,Lagos,Store,Accessories,14411.45,4,0.264,0,57645.8,42427.31,2025-09
ORD-A7JANXVVEI,2025-09-22,CUST-1XJCESSO,Lagos,Online,Accessories,13672.3,4,0.16,0,54689.2,45938.93,2025-09
ORD-39PT6YSDHE,2025-09-22,CUST-UE27VMCI,Lagos,Online,Accessories,12024.33,4,0.075,0,48097.32,44490.02,2025-09
ORD-5REG8MHS7K,2025-09-22,CUST-6RLE3BA3,Lagos,Store,Repairs,11113.92,3,0.04,0,33341.76,32008.09,2025-09
ORD-0L4Q5V7604,2025-09-22,CUST-0SLKSEOO,Oyo,Online,Repairs,10675.61,1,0.15,0,10675.61,9074.27,2025-09
ORD-4Z7LX076KM,2025-09-22,CUST-QZR8PM17,Kano,Online,Fashion,12789.17,3,0.336,0,38367.51,25476.03,2025-09
ORD-75KB5RBCW4,2025-09-22,CUST-RYS7KE49,Rivers,Online,Repairs,16778.15,2,0.147,0,33556.3,28623.52,2025-09
ORD-IMMEGWRAIQ,2025-09-22,CUST-RYR9A4GQ,Kano,Online,Fashion,13786.93,2,0.272,0,27573.86,20073.77,2025-09
ORD-RP13QNI9I9,2025-09-22,CUST-I6HYF6C0,Enugu,Online,Repairs,12579.56,3,0.129,0,37738.68,32870.39,2025-09
ORD-6K6N71XDRD,2025-09-22,CUST-BUK7USYV,Abuja,Partner,Accessories,7164.1,4,0.151,0,28656.4,24329.28,2025-09
ORD-IONAF0UTQX,2025-09-22,CUST-L18IAQ5S,Kano,Online,Repairs,16221.16,3,0.035,0,48663.48,46960.26,2025-09
ORD-J3031XQ2XN,2025-09-22,CUST-E88B5LLL,Lagos,Online,Fashion,10048.86,4,0.084,0,40195.44,36819.02,2025-09
ORD-52A2XZZXP3,2025-09-22,CUST-8T0XBWTD,Abuja,Store,Electronics,102720.63,4,0.121,0,410882.52,361165.74,2025-09
ORD-KIG2PCX8AN,2025-09-22,CUST-D5NLSJGR,Abuja,Online,Repairs,9398.85,4,0.081,0,37595.4,34550.17,2025-09
ORD-OJISRNGF93,2025-09-22,CUST-LBPO0RV8,Rivers,Online,Accessories,10183.65,4,0.142,0,40734.6,34950.29,2025-09
ORD-9YQXGUXYSO,2025-09-22,CUST-VUN11O4U,Oyo,Online,Electronics,57868.34,3,0.201,0,173605.02,138710.41,2025-09
ORD-YIW2XNDJN7,2025-09-22,CUST-06ZHL0N5,Lagos,Store,Accessories,6018.59,3,0.212,0,18055.77,14227.95,2025-09
ORD-STI7FN1RRH,2025-09-22,CUST-31AOAIM2,Abuja,Online,Repairs,21813.3,4,0.243,0,87253.2,66050.67,2025-09
ORD-RR60ZNQS49,2025-09-22,CUST-9P9WQK4E,Abuja,Online,Groceries,3146.12,4,0.219,0,12584.48,9828.48,2025-09
ORD-ZJGHLPAF6C,2025-09-22,CUST-PM4N8CK6,Abuja,Online,Home,27692.13,5,0.259,0,138460.65,102599.34,2025-09
ORD-GK8JZXO6PX,2025-09-22,CUST-Q2UC9VTQ,Lagos,Store,Home,14694.9,8,0.331,0,117559.2,78647.1,2025-09
ORD-LAA58O4OKW,2025-09-22,CUST-DBV3DEK9,Rivers,Store,Electronics,126389.71,4,0.28,0,505558.84,364002.36,2025-09
ORD-NAB7WJAXJB,2025-09-22,CUST-PLS89IKD,Lagos,Online,Electronics,109922.0,2,0.059,0,219844.0,206873.2,2025-09
ORD-3DMR5G19RW,2025-09-22,CUST-AONOV3RE,Oyo,Store,Home,6187.05,2,0.03,0,12374.1,12002.88,2025-09
ORD-EIVVOD7OH4,2025-09-22,CUST-PH46MI0M,Lagos,Online,Electronics,134641.48,1,0.08,0,134641.48,123870.16,2025-09
ORD-86HWQ3258V,2025-09-22,CUST-FP3MO29O,Abuja,Online,Electronics,141893.57,5,0.166,0,709467.85,591696.19,2025-09
ORD-Q3I9KD6E5U,2025-09-22,CUST-Z4IA04M5,Rivers,Online,Groceries,4262.14,1,0.293,0,4262.14,3013.33,2025-09
ORD-61CY9P64NY,2025-09-22,CUST-X9LY6VKD,Oyo,Online,Repairs,22928.55,7,0.281,0,160499.85,115399.39,2025-09
ORD-0NT0S4G2MB,2025-09-22,CUST-PZPVLFFE,Enugu,Online,Electronics,94626.65,4,0.241,0,378506.6,287286.51,2025-09
ORD-P1EXBEFRMC,2025-09-22,CUST-3KL7H3OF,Lagos,Online,Electronics,80556.63,1,0.131,0,80556.63,70003.71,2025-09
ORD-RY8OJDL62J,2025-09-22,CUST-6QIK1EFA,Lagos,Online,Groceries,6816.2,4,0.468,0,27264.8,14504.87,2025-09
ORD-ICLL5AQ7KZ,2025-09-22,CUST-PP66OVTV,Abuja,Online,Groceries,6590.97,1,0.2,0,6590.97,5272.78,2025-09
ORD-1O1MIDZ129,2025-09-22,CUST-6TNP38D1,Lagos,Partner,Home,12363.86,3,0.508,0,37091.58,18249.06,2025-09
ORD-8CALEURFXN,2025-09-22,CUST-CRSDSH96,Lagos,Online,Fashion,12531.45,3,0.063,0,37594.35,35225.91,2025-09
ORD-EEIQMV3MZ3,2025-09-22,CUST-6EY0M0FJ,Rivers,Online,Repairs,14401.86,3,0.069,0,43205.58,40224.39,2025-09
ORD-PIGIE6I1L6,2025-09-22,CUST-6ZJPJPAA,Kano,Store,Groceries,5237.75,2,0.085,0,10475.5,9585.08,2025-09
ORD-L81AB2ZS09,2025-09-22,CUST-1G8LCS1N,Lagos,Store,Fashion,14034.62,3,0.116,0,42103.86,37219.81,2025-09
ORD-T0TJS79EQ1,2025-09-22,CUST-1KWAUKKM,Enugu,Online,Accessories,7108.41,5,0.087,0,35542.05,32449.89,2025-09
ORD-RT7Q785R4S,2025-09-22,CUST-FSL3HMJG,Rivers,Online,Accessories,6305.1,5,0.175,0,31525.5,26008.54,2025-09
ORD-ITDPGMFA7H,2025-09-22,CUST-AZZ1B3GC,Lagos,Store,Electronics,34531.75,2,0.102,1,69063.5,62019.02,2025-09
ORD-VWIRV583JI,2025-09-22,CUST-HX5JDNJN,Abuja,Online,Accessories,11454.63,6,0.313,0,68727.78,47215.98,2025-09
ORD-BQHSDPUABE,2025-09-22,CUST-8CQ68N4N,Kano,Online,Groceries,4924.49,3,0.055,0,14773.47,13960.93,2025-09
ORD-YIT6BROVAY,2025-09-22,CUST-I0XZVDC6,Kano,Online,Repairs,9923.53,3,0.158,0,29770.59,25066.84,2025-09
ORD-2DM1PLGE1P,2025-09-22,CUST-E6FGBN35,Oyo,Online,Fashion,9477.73,3,0.209,0,28433.19,22490.65,2025-09
ORD-6A45CJM9T7,2025-09-22,CUST-95GAWTMG,Lagos,Online,Groceries,3748.34,4,0.126,0,14993.36,13104.2,2025-09
ORD-MITRLI7HGZ,2025-09-22,CUST-TCN1H5BK,Lagos,Store,Repairs,12609.15,3,0.206,0,37827.45,30035.0,2025-09
ORD-L5J4DJBVQD,2025-09-22,CUST-T3OZ67XW,Oyo,Online,Fashion,14841.62,1,0.108,0,14841.62,13238.73,2025-09
ORD-WJNXF70CW4,2025-09-22,CUST-EKSY061Y,Lagos,Store,Accessories,6425.31,2,0.098,0,12850.62,11591.26,2025-09
ORD-OYYNLD5THM,2025-09-22,CUST-DZR788NU,Lagos,Partner,Home,6824.65,4,0.083,0,27298.6,25032.82,2025-09
ORD-WGAXJO6LS9,2025-09-22,CUST-0IFN0K59,Abuja,Partner,Accessories,9802.41,6,0.331,0,58814.46,39346.87,2025-09
ORD-GYDO74T7GI,2025-09-22,CUST-O0MCZLT4,Lagos,Store,Home,8639.57,3,0.017,0,25918.71,25478.09,2025-09
ORD-7YSXASLKYG,2025-09-22,CUST-3Z05RSQB,Oyo,Online,Accessories,2250.0,5,0.14,0,11250.0,9675.0,2025-09
ORD-9120YQRNKP,2025-09-22,CUST-VFUYMGJJ,Lagos,Online,Accessories,7679.02,1,0.016,0,7679.02,7556.16,2025-09
ORD-F0QROI6CC6,2025-09-22,CUST-4RXYE6RF,Rivers,Online,Accessories,10154.56,1,0.036,0,10154.56,9789.0,2025-09
ORD-W8203GL0SZ,2025-09-22,CUST-FACSQW04,Oyo,Online,Accessories,8980.63,2,0.161,0,17961.26,15069.5,2025-09
ORD-U71N8LXHI7,2025-09-22,CUST-A6LKWQEU,Lagos,Online,Repairs,11854.13,2,0.038,0,23708.26,22807.35,2025-09
ORD-BIHCJ37QP1,2025-09-22,CUST-YL8LL2RT,Lagos,Online,Home,27705.17,2,0.249,0,55410.34,41613.17,2025-09
ORD-WDJQG3D69L,2025-09-22,CUST-D5WFUZA2,Abuja,Online,Repairs,11202.33,5,0.136,0,56011.65,48394.07,2025-09
ORD-SWKVDG41DJ,2025-09-22,CUST-4ZK9BDMI,Abuja,Store,Accessories,13141.81,3,0.129,0,39425.43,34339.55,2025-09
ORD-02TXHPAH8V,2025-09-22,CUST-NJTW0FVR,Oyo,Store,Home,16818.2,4,0.443,0,67272.8,37470.95,2025-09
ORD-YSUCXM02G6,2025-09-22,CUST-Q3IFUD7Y,Lagos,Online,Accessories,10772.5,2,0.021,0,21545.0,21092.56,2025-09
ORD-JPUEKS6HCT,2025-09-22,CUST-N4B7UYU8,Abuja,Store,Electronics,117985.06,3,0.073,0,353955.18,328116.45,2025-09
ORD-BD0OFW2IL2,2025-09-22,CUST-R991ZTX0,Kano,Store,Home,22568.34,4,0.072,0,90273.36,83773.68,2025-09
ORD-R0GD1GBSES,2025-09-22,CUST-MEEVJG9O,Abuja,Online,Electronics,123669.72,2,0.458,0,247339.44,134057.98,2025-09
ORD-P83LM1PP2R,2025-09-22,CUST-GEPZ116A,Lagos,Online,Groceries,7142.8,1,0.208,0,7142.8,5657.1,2025-09
ORD-DX66XZ01PD,2025-09-22,CUST-PV4RARM9,Rivers,Store,Electronics,61700.89,2,0.077,0,123401.78,113899.84,2025-09
ORD-2DAAOY834L,2025-09-22,CUST-5V6IGCSD,Abuja,Store,Repairs,12550.58,2,0.028,0,25101.16,24398.33,2025-09
ORD-MJBGLET2MU,2025-09-22,CUST-6GGJXJ11,Abuja,Store,Electronics,82739.79,2,0.073,0,165479.58,153399.57,2025-09
ORD-PVZMNTMM6Y,2025-09-22,CUST-3ILC7HG8,Enugu,Online,Home,14338.71,3,0.177,0,43016.13,35402.27,2025-09
ORD-Z493IHCP6Y,2025-09-22,CUST-SFWFP8CX,Enugu,Online,Repairs,18303.37,1,0.073,0,18303.37,16967.22,2025-09
ORD-GOK6MGOFQ9,2025-09-23,CUST-3ZKKC256,Oyo,Online,Fashion,13594.48,5,0.074,0,67972.4,62942.44,2025-09
ORD-8V2BWQK68L,2025-09-23,CUST-1EC19QKS,Lagos,Online,Electronics,98435.17,4,0.473,0,393740.68,207501.34,2025-09
ORD-2E31DXMQ19,2025-09-23,CUST-VQWYX3SG,Lagos,Store,Fashion,11611.17,4,0.298,0,46444.68,32604.17,2025-09
ORD-19K9DD0SW3,2025-09-23,CUST-7924EV62,Oyo,Store,Accessories,6502.27,4,0.077,0,26009.08,24006.38,2025-09
ORD-NBL6TPB6MH,2025-09-23,CUST-Z7PQ721M,Lagos,Store,Accessories,7417.44,3,0.2,0,22252.32,17801.86,2025-09
ORD-5HE7XCSU6S,2025-09-23,CUST-JJORKLHL,Lagos,Store,Groceries,5740.1,3,0.414,0,17220.3,10091.1,2025-09
ORD-PNYRDPJAJ7,2025-09-23,CUST-6FSHO33A,Enugu,Online,Electronics,116597.75,3,0.052,0,349793.25,331604.0,2025-09
ORD-A4PNL9S5CZ,2025-09-23,CUST-6KLBQ8EQ,Kano,Store,Home,24006.3,3,0.095,0,72018.9,65177.1,2025-09
ORD-AY4RSAJ1RF,2025-09-23,CUST-AW86LEUF,Oyo,Online,Fashion,8207.64,4,0.227,0,32830.56,25378.02,2025-09
ORD-B31T1OI5LD,2025-09-23,CUST-VJW82LSN,Lagos,Online,Electronics,52535.24,3,0.302,0,157605.72,110008.79,2025-09
ORD-WBDRK3YV75,2025-09-23,CUST-ZUBB6QYY,Oyo,Online,Home,18892.06,3,0.062,0,56676.18,53162.26,2025-09
ORD-K8ZG8S7WNI,2025-09-23,CUST-FTE6Y0ON,Abuja,Store,Home,15459.15,2,0.045,0,30918.3,29526.98,2025-09
ORD-YYTFMY4CSW,2025-09-23,CUST-ZT7PA4YP,Lagos,Store,Electronics,83864.2,4,0.188,0,335456.8,272390.92,2025-09
ORD-XCXX9NSCKN,2025-09-23,CUST-W30JCJPT,Abuja,Store,Home,22516.45,2,0.231,0,45032.9,34630.3,2025-09
ORD-GMAC3DZPOC,2025-09-23,CUST-XOBGOFVM,Oyo,Store,Home,17052.3,1,0.111,1,17052.3,15159.49,2025-09
